question_id,question_content,topic_tags,difficulty,weight,answer,student_response
Q0847,Passage comprehension question 847 about vocabulary,Vocabulary,Hard,4,Sample correct answer 847,Sample student response 847
Q0848,Passage comprehension question 848 about details,Details,Hard,1,Sample correct answer 848,Sample student response 848
Q0849,Passage comprehension question 849 about tone,Tone,Medium,3,Sample correct answer 849,Sample student response 849
Q0850,Passage comprehension question 850 about inference,Inference,Medium,3,Sample correct answer 850,Sample student response 850
Q0851,Passage comprehension question 851 about inference,Inference,Hard,2,Sample correct answer 851,Sample student response 851
Q0852,Passage comprehension question 852 about tone,Tone,Easy,1,Sample correct answer 852,Sample student response 852
Q0853,Passage comprehension question 853 about details,Details,Medium,1,Sample correct answer 853,Sample student response 853
Q0854,Passage comprehension question 854 about tone,Tone,Easy,1,Sample correct answer 854,Sample student response 854
Q0855,Passage comprehension question 855 about details,Details,Easy,3,Sample correct answer 855,Sample student response 855
Q0856,Passage comprehension question 856 about details,Details,Easy,2,Sample correct answer 856,Sample student response 856
Q0857,Passage comprehension question 857 about details,Details,Medium,4,Sample correct answer 857,Sample student response 857
Q0858,Passage comprehension question 858 about details,Details,Medium,4,Sample correct answer 858,Sample student response 858
Q0859,Passage comprehension question 859 about inference,Inference,Hard,5,Sample correct answer 859,Sample student response 859
Q0860,Passage comprehension question 860 about vocabulary,Vocabulary,Hard,3,Sample correct answer 860,Sample student response 860
Q0861,Passage comprehension question 861 about inference,Inference,Easy,5,Sample correct answer 861,Sample student response 861
Q0862,Passage comprehension question 862 about details,Details,Hard,2,Sample correct answer 862,Sample student response 862
Q0863,Passage comprehension question 863 about vocabulary,Vocabulary,Easy,1,Sample correct answer 863,Sample student response 863
Q0864,Passage comprehension question 864 about main idea,Main Idea,Medium,5,Sample correct answer 864,Sample student response 864
Q0865,Passage comprehension question 865 about details,Details,Hard,4,Sample correct answer 865,Sample student response 865
Q0866,Passage comprehension question 866 about vocabulary,Vocabulary,Easy,4,Sample correct answer 866,Sample student response 866
Q0867,Passage comprehension question 867 about main idea,Main Idea,Easy,3,Sample correct answer 867,Sample student response 867
Q0868,Passage comprehension question 868 about vocabulary,Vocabulary,Hard,1,Sample correct answer 868,Sample student response 868
Q0869,Passage comprehension question 869 about inference,Inference,Hard,4,Sample correct answer 869,Sample student response 869
Q0870,Passage comprehension question 870 about tone,Tone,Easy,2,Sample correct answer 870,Sample student response 870
Q0871,Passage comprehension question 871 about vocabulary,Vocabulary,Easy,1,Sample correct answer 871,Sample student response 871
Q0872,Passage comprehension question 872 about tone,Tone,Easy,4,Sample correct answer 872,Sample student response 872
Q0873,Passage comprehension question 873 about tone,Tone,Hard,1,Sample correct answer 873,Sample student response 873
Q0874,Passage comprehension question 874 about vocabulary,Vocabulary,Hard,1,Sample correct answer 874,Sample student response 874
Q0875,Passage comprehension question 875 about details,Details,Medium,2,Sample correct answer 875,Sample student response 875
Q0876,Passage comprehension question 876 about tone,Tone,Easy,1,Sample correct answer 876,Sample student response 876
Q0877,Passage comprehension question 877 about vocabulary,Vocabulary,Hard,3,Sample correct answer 877,Sample student response 877
Q0878,Passage comprehension question 878 about vocabulary,Vocabulary,Hard,5,Sample correct answer 878,Sample student response 878
Q0879,Passage comprehension question 879 about main idea,Main Idea,Hard,5,Sample correct answer 879,Sample student response 879
Q0880,Passage comprehension question 880 about main idea,Main Idea,Easy,3,Sample correct answer 880,Sample student response 880
Q0881,Passage comprehension question 881 about vocabulary,Vocabulary,Hard,5,Sample correct answer 881,Sample student response 881
Q0882,Passage comprehension question 882 about vocabulary,Vocabulary,Medium,3,Sample correct answer 882,Sample student response 882
Q0883,Passage comprehension question 883 about main idea,Main Idea,Easy,5,Sample correct answer 883,Sample student response 883
Q0884,Passage comprehension question 884 about tone,Tone,Hard,2,Sample correct answer 884,Sample student response 884
Q0885,Passage comprehension question 885 about details,Details,Hard,4,Sample correct answer 885,Sample student response 885
Q0886,Passage comprehension question 886 about inference,Inference,Medium,4,Sample correct answer 886,Sample student response 886
Q0887,Passage comprehension question 887 about tone,Tone,Medium,4,Sample correct answer 887,Sample student response 887
Q0888,Passage comprehension question 888 about details,Details,Easy,3,Sample correct answer 888,Sample student response 888
Q0889,Passage comprehension question 889 about details,Details,Easy,5,Sample correct answer 889,Sample student response 889
Q0890,Passage comprehension question 890 about details,Details,Easy,2,Sample correct answer 890,Sample student response 890
Q0891,Passage comprehension question 891 about main idea,Main Idea,Hard,2,Sample correct answer 891,Sample student response 891
Q0892,Passage comprehension question 892 about details,Details,Easy,5,Sample correct answer 892,Sample student response 892
Q0893,Passage comprehension question 893 about details,Details,Medium,5,Sample correct answer 893,Sample student response 893
Q0894,Passage comprehension question 894 about tone,Tone,Easy,4,Sample correct answer 894,Sample student response 894
Q0895,Passage comprehension question 895 about vocabulary,Vocabulary,Medium,2,Sample correct answer 895,Sample student response 895
Q0896,Passage comprehension question 896 about main idea,Main Idea,Hard,1,Sample correct answer 896,Sample student response 896
Q0897,Passage comprehension question 897 about details,Details,Medium,1,Sample correct answer 897,Sample student response 897
Q0898,Passage comprehension question 898 about tone,Tone,Hard,2,Sample correct answer 898,Sample student response 898
Q0899,Passage comprehension question 899 about inference,Inference,Medium,4,Sample correct answer 899,Sample student response 899
Q0900,Passage comprehension question 900 about tone,Tone,Hard,1,Sample correct answer 900,Sample student response 900
Q0901,Passage comprehension question 901 about inference,Inference,Easy,5,Sample correct answer 901,Sample student response 901
Q0902,Passage comprehension question 902 about tone,Tone,Easy,4,Sample correct answer 902,Sample student response 902
Q0903,Passage comprehension question 903 about vocabulary,Vocabulary,Medium,3,Sample correct answer 903,Sample student response 903
Q0904,Passage comprehension question 904 about inference,Inference,Easy,2,Sample correct answer 904,Sample student response 904
Q0905,Passage comprehension question 905 about inference,Inference,Hard,4,Sample correct answer 905,Sample student response 905
Q0906,Passage comprehension question 906 about vocabulary,Vocabulary,Hard,5,Sample correct answer 906,Sample student response 906
Q0907,Passage comprehension question 907 about vocabulary,Vocabulary,Medium,2,Sample correct answer 907,Sample student response 907
Q0908,Passage comprehension question 908 about tone,Tone,Medium,3,Sample correct answer 908,Sample student response 908
Q0909,Passage comprehension question 909 about details,Details,Medium,5,Sample correct answer 909,Sample student response 909
Q0910,Passage comprehension question 910 about main idea,Main Idea,Medium,3,Sample correct answer 910,Sample student response 910
Q0911,Passage comprehension question 911 about main idea,Main Idea,Hard,4,Sample correct answer 911,Sample student response 911
Q0912,Passage comprehension question 912 about details,Details,Easy,4,Sample correct answer 912,Sample student response 912
Q0913,Passage comprehension question 913 about main idea,Main Idea,Easy,3,Sample correct answer 913,Sample student response 913
Q0914,Passage comprehension question 914 about main idea,Main Idea,Medium,1,Sample correct answer 914,Sample student response 914
Q0915,Passage comprehension question 915 about tone,Tone,Easy,2,Sample correct answer 915,Sample student response 915
Q0916,Passage comprehension question 916 about inference,Inference,Medium,5,Sample correct answer 916,Sample student response 916
Q0917,Passage comprehension question 917 about tone,Tone,Hard,4,Sample correct answer 917,Sample student response 917
Q0918,Passage comprehension question 918 about main idea,Main Idea,Easy,2,Sample correct answer 918,Sample student response 918
Q0919,Passage comprehension question 919 about main idea,Main Idea,Easy,4,Sample correct answer 919,Sample student response 919
Q0920,Passage comprehension question 920 about tone,Tone,Easy,4,Sample correct answer 920,Sample student response 920
Q0921,Passage comprehension question 921 about tone,Tone,Hard,3,Sample correct answer 921,Sample student response 921
Q0922,Passage comprehension question 922 about main idea,Main Idea,Medium,4,Sample correct answer 922,Sample student response 922
Q0923,Passage comprehension question 923 about details,Details,Easy,3,Sample correct answer 923,Sample student response 923
Q0924,Passage comprehension question 924 about vocabulary,Vocabulary,Easy,5,Sample correct answer 924,Sample student response 924
Q0925,Passage comprehension question 925 about details,Details,Easy,5,Sample correct answer 925,Sample student response 925
Q0926,Passage comprehension question 926 about inference,Inference,Hard,1,Sample correct answer 926,Sample student response 926
Q0927,Passage comprehension question 927 about inference,Inference,Hard,1,Sample correct answer 927,Sample student response 927
Q0928,Passage comprehension question 928 about inference,Inference,Medium,2,Sample correct answer 928,Sample student response 928
Q0929,Passage comprehension question 929 about vocabulary,Vocabulary,Easy,2,Sample correct answer 929,Sample student response 929
Q0930,Passage comprehension question 930 about inference,Inference,Easy,5,Sample correct answer 930,Sample student response 930
Q0931,Passage comprehension question 931 about details,Details,Medium,1,Sample correct answer 931,Sample student response 931
Q0932,Passage comprehension question 932 about tone,Tone,Hard,5,Sample correct answer 932,Sample student response 932
Q0933,Passage comprehension question 933 about details,Details,Hard,4,Sample correct answer 933,Sample student response 933
Q0934,Passage comprehension question 934 about inference,Inference,Easy,5,Sample correct answer 934,Sample student response 934
Q0935,Passage comprehension question 935 about tone,Tone,Medium,1,Sample correct answer 935,Sample student response 935
Q0936,Passage comprehension question 936 about inference,Inference,Hard,3,Sample correct answer 936,Sample student response 936
Q0937,Passage comprehension question 937 about tone,Tone,Medium,1,Sample correct answer 937,Sample student response 937
Q0938,Passage comprehension question 938 about tone,Tone,Hard,4,Sample correct answer 938,Sample student response 938
Q0939,Passage comprehension question 939 about vocabulary,Vocabulary,Easy,1,Sample correct answer 939,Sample student response 939
Q0940,Passage comprehension question 940 about tone,Tone,Easy,2,Sample correct answer 940,Sample student response 940
Q0941,Passage comprehension question 941 about vocabulary,Vocabulary,Hard,5,Sample correct answer 941,Sample student response 941
Q0942,Passage comprehension question 942 about main idea,Main Idea,Medium,3,Sample correct answer 942,Sample student response 942
Q0943,Passage comprehension question 943 about details,Details,Easy,3,Sample correct answer 943,Sample student response 943
Q0944,Passage comprehension question 944 about details,Details,Medium,5,Sample correct answer 944,Sample student response 944
Q0945,Passage comprehension question 945 about vocabulary,Vocabulary,Hard,2,Sample correct answer 945,Sample student response 945
Q0946,Passage comprehension question 946 about main idea,Main Idea,Hard,1,Sample correct answer 946,Sample student response 946
Q0947,Passage comprehension question 947 about inference,Inference,Easy,4,Sample correct answer 947,Sample student response 947
Q0948,Passage comprehension question 948 about details,Details,Medium,5,Sample correct answer 948,Sample student response 948
Q0949,Passage comprehension question 949 about details,Details,Easy,1,Sample correct answer 949,Sample student response 949
Q0950,Passage comprehension question 950 about vocabulary,Vocabulary,Easy,4,Sample correct answer 950,Sample student response 950
Q0951,Passage comprehension question 951 about details,Details,Hard,3,Sample correct answer 951,Sample student response 951
Q0952,Passage comprehension question 952 about tone,Tone,Easy,5,Sample correct answer 952,Sample student response 952
Q0953,Passage comprehension question 953 about inference,Inference,Easy,2,Sample correct answer 953,Sample student response 953
Q0954,Passage comprehension question 954 about tone,Tone,Medium,3,Sample correct answer 954,Sample student response 954
Q0955,Passage comprehension question 955 about inference,Inference,Easy,3,Sample correct answer 955,Sample student response 955
Q0956,Passage comprehension question 956 about tone,Tone,Hard,1,Sample correct answer 956,Sample student response 956
Q0957,Passage comprehension question 957 about vocabulary,Vocabulary,Medium,1,Sample correct answer 957,Sample student response 957
Q0958,Passage comprehension question 958 about vocabulary,Vocabulary,Hard,2,Sample correct answer 958,Sample student response 958
Q0959,Passage comprehension question 959 about details,Details,Easy,3,Sample correct answer 959,Sample student response 959
Q0960,Passage comprehension question 960 about vocabulary,Vocabulary,Hard,2,Sample correct answer 960,Sample student response 960
Q0961,Passage comprehension question 961 about tone,Tone,Medium,5,Sample correct answer 961,Sample student response 961
Q0962,Passage comprehension question 962 about main idea,Main Idea,Medium,2,Sample correct answer 962,Sample student response 962
Q0963,Passage comprehension question 963 about inference,Inference,Hard,3,Sample correct answer 963,Sample student response 963
Q0964,Passage comprehension question 964 about inference,Inference,Easy,4,Sample correct answer 964,Sample student response 964
Q0965,Passage comprehension question 965 about vocabulary,Vocabulary,Easy,3,Sample correct answer 965,Sample student response 965
Q0966,Passage comprehension question 966 about tone,Tone,Hard,5,Sample correct answer 966,Sample student response 966
Q0967,Passage comprehension question 967 about details,Details,Medium,1,Sample correct answer 967,Sample student response 967
Q0968,Passage comprehension question 968 about main idea,Main Idea,Medium,4,Sample correct answer 968,Sample student response 968
Q0969,Passage comprehension question 969 about vocabulary,Vocabulary,Medium,5,Sample correct answer 969,Sample student response 969
Q0970,Passage comprehension question 970 about details,Details,Medium,2,Sample correct answer 970,Sample student response 970
Q0971,Passage comprehension question 971 about tone,Tone,Hard,4,Sample correct answer 971,Sample student response 971
Q0972,Passage comprehension question 972 about inference,Inference,Hard,3,Sample correct answer 972,Sample student response 972
Q0973,Passage comprehension question 973 about vocabulary,Vocabulary,Hard,1,Sample correct answer 973,Sample student response 973
Q0974,Passage comprehension question 974 about inference,Inference,Medium,2,Sample correct answer 974,Sample student response 974
Q0975,Passage comprehension question 975 about details,Details,Hard,2,Sample correct answer 975,Sample student response 975
Q0976,Passage comprehension question 976 about details,Details,Medium,3,Sample correct answer 976,Sample student response 976
Q0977,Passage comprehension question 977 about inference,Inference,Easy,1,Sample correct answer 977,Sample student response 977
Q0978,Passage comprehension question 978 about main idea,Main Idea,Medium,3,Sample correct answer 978,Sample student response 978
Q0979,Passage comprehension question 979 about main idea,Main Idea,Easy,2,Sample correct answer 979,Sample student response 979
Q0980,Passage comprehension question 980 about inference,Inference,Easy,4,Sample correct answer 980,Sample student response 980
Q0981,Passage comprehension question 981 about details,Details,Hard,5,Sample correct answer 981,Sample student response 981
Q0982,Passage comprehension question 982 about tone,Tone,Medium,1,Sample correct answer 982,Sample student response 982
Q0983,Passage comprehension question 983 about inference,Inference,Easy,3,Sample correct answer 983,Sample student response 983
Q0984,Passage comprehension question 984 about tone,Tone,Easy,5,Sample correct answer 984,Sample student response 984
Q0985,Passage comprehension question 985 about tone,Tone,Medium,4,Sample correct answer 985,Sample student response 985
Q0986,Passage comprehension question 986 about inference,Inference,Medium,4,Sample correct answer 986,Sample student response 986
Q0987,Passage comprehension question 987 about details,Details,Easy,5,Sample correct answer 987,Sample student response 987
Q0988,Passage comprehension question 988 about vocabulary,Vocabulary,Hard,5,Sample correct answer 988,Sample student response 988
Q0989,Passage comprehension question 989 about vocabulary,Vocabulary,Hard,4,Sample correct answer 989,Sample student response 989
Q0990,Passage comprehension question 990 about vocabulary,Vocabulary,Easy,3,Sample correct answer 990,Sample student response 990
Q0991,Passage comprehension question 991 about main idea,Main Idea,Medium,4,Sample correct answer 991,Sample student response 991
Q0992,Passage comprehension question 992 about vocabulary,Vocabulary,Easy,2,Sample correct answer 992,Sample student response 992
Q0993,Passage comprehension question 993 about details,Details,Medium,4,Sample correct answer 993,Sample student response 993
Q0994,Passage comprehension question 994 about main idea,Main Idea,Medium,1,Sample correct answer 994,Sample student response 994
Q0995,Passage comprehension question 995 about main idea,Main Idea,Medium,2,Sample correct answer 995,Sample student response 995
Q0996,Passage comprehension question 996 about details,Details,Hard,5,Sample correct answer 996,Sample student response 996
Q0997,Passage comprehension question 997 about vocabulary,Vocabulary,Medium,1,Sample correct answer 997,Sample student response 997
Q0998,Passage comprehension question 998 about vocabulary,Vocabulary,Medium,1,Sample correct answer 998,Sample student response 998
Q0999,Passage comprehension question 999 about details,Details,Medium,5,Sample correct answer 999,Sample student response 999
Q1000,Passage comprehension question 1000 about details,Details,Medium,4,Sample correct answer 1000,Sample student response 1000
